																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
888	7item086	Metal Shield	350	Shield	Shield	2	7	4	8	Small Shield	177	0	0	52	52	"The pretty red design on the surface of this shield means it's from Deyja, and the paint isn't paint.  Emulsifiers and preservatives help to retain the original color…"
889	7item087	Alloyed Shield	500	Shield	Shield	2	11	4	11	Small Shield	177	0	0	48	58	The exact mixture of metals in these strong shields has been lost for hundreds of years.  Attempts to rediscover the process used to make them have been miserable failures.  There is absolutely nothing enchanted or magical about these shields--any enchantment they carry was added after they were created.  
890	7item088	Majestic Shield	750	Shield	Shield	2	16	4	15	Small Shield	177	0	0	51	67	"The dark, golden color of these shields is actually a flaw.  About fifty of these shields were turned out by the Heavenly Forge as it began to fail.  Although imperfect, they are second only to shields built by the Forge in its prime."
891	7item089	Horned Helm	10	Helm	Misc	1	0	6	1	Helm	178	0	0	0	20	"This cheap helm is better suited for a costume party than a battle.  The horns have been glued onto a rigid leather cap dyed black to make it look scarier.  The material is brittle and flaky, and will probably come apart at just the wrong time."
892	7item090	Conscript's Helm	160	Helm	Misc	1	3	6	4	Helm	178	0	0	0	0	"The simple style and uniformity of these helms is meant to strike terror into the hearts of enemies when they see row upon row of bronze, spiked helms marching toward them.  "
893	7item091	Elven Helm	460	Helm	Misc	1	6	6	7	Helm	178	0	0	0	0	This helm design has been used by the Elves of Erathia since before the Silence.  It is composed of silver and steel and is very strong.
894	7item092	Phynaxian Helm	660	Helm	Misc	1	9	6	10	Helm	178	0	0	0	0	"Worn by Phynaxian Dragoons during the expansion of their empire a few hundred years ago, these helms are tough, flexible, and light.  They are made of two strips of dragonhide bound together with stalt metal studs."
895	7item093	Mogred Helm	860	Helm	Misc	1	12	6	13	Helm	178	0	0	0	0	"Half made from the skull of the ferocious Mogred beast in Karigor, these helms grow more uncommon every year as the Mogreds approach extinction.  Two poisonous spines used to grow from the red spots on the front of the helm."
896	7item094	Peasant Hat	10	Helm	Misc	0	0	2	2	Hat	179	0	0	0	0	"A common, cloth hat with a feather stuck in the band to add a dash of style."
897	7item095	Traveller's Hat	80	Helm	Misc	0	0	2	5	Hat	179	0	0	0	0	A simple hat meant to keep sun and dust off a traveller's head.
898	7item096	Fancy Hat	150	Helm	Misc	0	0	2	8	Hat	179	0	0	0	0	"The latest in fashion, this hat harkens back to more of a working class style.  It isn't really the hat that's in style, it's the working man that young nobles are trying to emulate--who in turn seeks to emulate the nobleman…"
899	7item097	Crown	250	Helm	Misc	0	0	4	5	Crown	180	0	0	0	0	"This is a cheap crown of the sort that primitive goblins wear to mock human customs.  The metal is bronze, and the gem is made of glass."
900	7item098	Noble Crown	600	Helm	Misc	0	0	4	12	Crown	180	0	0	0	0	"A fine, if somewhat ostentatious crown made with gold leaf and large, high quality amethysts.  It suits nobles of your station well."
901	7item099	Royal Crown	900	Helm	Misc	0	0	4	20	Crown	180	0	0	0	0	Crowns such as this are what you might find adorning the heads of genuine royalty. Not only do they look elegant without being gaudy, but they're perfectly suited to taking the strongest of enchantments.
902	7item100	Leather Belt	20	Belt	Misc	1	0	3	2	Belt	181	0	0	0	0	A peasant's belt.  This one is made of poorly cured leather and rusting iron studs.
903	7item101	Fine Belt	150	Belt	Misc	1	2	3	6	Belt	181	0	0	0	0	A well crafted belt of well tanned leather and fine stitching.  The buckle is made of polished silver.
904	7item102	Strong Belt	200	Belt	Misc	1	5	3	7	Belt	181	0	0	0	0	"A tough, yet high quality leather belt.  This one was probably made in western Erathia.  "
905	7item103	Silver Belt	400	Belt	Misc	1	8	3	11	Belt	181	0	0	0	0	"A very nicely made silver belt, this one is old, but well cared for.  There's no trace of tarnish on any of the links--just a bit of wear around the buckle."
906	7item104	Gilded Belt	800	Belt	Misc	1	11	3	15	Belt	181	0	0	0	0	"Gaudy to an extreme, this belt is made of solid 14-karat gold.  Each link has a different, low quality image stamped on its face.  Tasteless, but valuable."
907	7item105	Fine Leather Cloak	100	Cloak	Misc	1	1	2	4	Cloak	182	0	0	0	0	A simple traveller's cloak.
908	7item106	Huntsman's Cloak	200	Cloak	Misc	1	2	2	8	Cloak	182	0	0	0	0	"A huntsman's cloak colored green to make the wearer difficult to see in the forest.  Not much to look at, but it serves its purpose."
909	7item107	Ranger's Cloak	300	Cloak	Misc	1	3	2	10	Cloak	182	0	0	0	0	Woven from plant fibers found in the Tularean Forest, these cloaks are the traditional garb of the Elven Rangers. This black variety is reserved for higher ranking Rangers and symbolizes their status as leaders.
910	7item108	Elegant Cloak	600	Cloak	Misc	1	7	2	16	Cloak	182	0	0	0	0	This cloak is of the quality preferred by wealthy nobles and royalty.  It is hard to find better.
911	7item109	Glorious Cloak	1100	Cloak	Misc	1	10	2	20	Cloak	182	0	0	0	0	Almost all cloaks like this one come with some sort of enchantment.  The Warlocks of Nighon employ legions of mentally enslaved people to perform the tedious weaving and ritual spell casting necessary to make these cloaks.
912	7item110	Pinched Gauntlets	50	Gauntlets	Misc	1	1	6	2	Gauntlets	183	0	0	0	0	Low quality iron gauntlets with cloth linings to prevent blisters.  
913	7item111	Steel Gauntlets	200	Gauntlets	Misc	1	4	6	6	Gauntlets	183	0	0	0	0	This pair of gauntlets is made of steel and decorated with brass tracery along the outside of the palm and back of the hand.  It is in good repair and well oiled.
914	7item112	Silver Mesh Gauntlets	400	Gauntlets	Misc	1	6	6	9	Gauntlets	183	0	0	0	0	"A marvelous achievement, these gauntlets were forged and woven by the Dwarves of Stone City.  The offer both flexibility and strong protection.  The only trouble is that the wearer's skin is sometimes caught in the mesh, leading to painful pinches."
915	7item113	Dragon Hide Gauntlets	650	Gauntlets	Misc	1	9	6	13	Gauntlets	183	0	0	0	0	Dragon hide -- as can be expected -- makes for an outstanding material for gauntlets, offering hand protection surpassing many simpler iron or steel designs. The only downside is that the leather is thick and rigid, somewhat limiting the dexterity of movements.
916	7item114	Mogred Gauntlets	850	Gauntlets	Misc	1	12	6	17	Gauntlets	183	0	0	0	0	"Made from the hide of the Mogred beast on Karigor, these gauntlets are tough, supple, and magic resistant.  The two red spots used to have poisonous spines growing from them."
917	7item115	Leather Boots	50	Boots	Misc	1	1	3	2	Boots	184	0	0	0	0	"These boots are made of soft leather for a more comfortable fit, but they offer little protection in combat."
918	7item116	Steel Plated Boots	175	Boots	Misc	1	4	3	6	Boots	184	0	0	0	0	This pair of leather boots has been fitted with steel plates on the top of the foot and at the shin.
919	7item117	Ranger Boots	400	Boots	Misc	1	6	3	9	Boots	184	0	0	0	0	"A quality set of Erathian leather boots.  This pair has the usual features of Erathian leather craftsmanship:  Soft, water resistant, and quiet.  "
920	7item118	Knight's Boots	750	Boots	Misc	1	11	3	16	Boots	184	0	0	0	0	"Polished silver boots with velvet interiors, these boots are lighter than steel boots and far more comfortable.  They look pretty snappy, too."
921	7item119	Paladin Boots	1050	Boots	Misc	1	14	3	20	Boots	184	0	0	0	0	"Made in the forge of Byron Rockermann, these silver and steel boots are amongst the best in the world.  The are enormously strong, yet fit comfortable and flexibly in all the right spots."
922	7item120	Brass Ring	50	Ring	Misc	0	0	7	1	Ring	185	0	0	0	0	"A tarnished brass ring.  Polished up, you might be able to sell it for something…but don't expect much."
923	7item121	Pearl Ring	300	Ring	Misc	0	0	7	4	Ring	185	0	0	0	0	"A large, imperfect pearl adorns this otherwise unremarkable gold ring."
924	7item122	Platinum Ring	500	Ring	Misc	0	0	7	7	Ring	185	0	0	0	0	"At first glance silver, this ring is actually made of platinum.  The gemstone is a small, flawed diamond."
925	7item123	Emerald Ring	750	Ring	Misc	0	0	7	11	Ring	185	0	0	0	0	"A large, cut emerald adorns an otherwise plain silver ring."
926	7item124	Sapphire Ring	950	Ring	Misc	0	0	7	14	Ring	185	0	0	0	0	Three small sapphires are mounted at the top of this silver and gold ring.  Rings of this quality are often enchanted.
927	7item125	Warlock's Ring	1200	Ring	Misc	0	0	7	18	Ring	185	0	0	0	0	"This complex and gaudy arrangement of amethysts on platinum can be appealing, if you like that sort of thing."
928	7item126	Enchanted Ring	1400	Ring	Misc	0	0	7	21	Ring	185	0	0	0	0	A rare gem-within-gem of emerald and garnet is set upon a fine gold ring.
929	7item127	Dazzling Ring	1600	Ring	Misc	0	0	7	24	Ring	185	0	0	0	0	A beautiful rosetta of rubies and emeralds on gold backing.  The ring itself is platinum.
930	7item128	Wizard Ring	1700	Ring	Misc	0	0	7	25	Ring	185	0	0	0	0	Three perfect garnets set into silver belie the enchantments used to create this ring.  Handling the ring for long makes your hand tingle.
931	7item129	Angel's Ring	2000	Ring	Misc	0	0	7	28	Ring	185	0	0	0	0	"A very strange brown stone (petrified wood?) is mounted on a metal that looks like gold, but is much lighter."
932	7item130	Eyeball Amulet	300	Amulet	Misc	0	0	4	1	Amulet	186	0	0	0	0	"This strange amulet has a glass eye on the end of a cheap brass chain.  A novelty, but probably not worth much."
933	7item131	Bronze Amulet	600	Amulet	Misc	0	0	4	5	Amulet	186	0	0	0	0	"A baroque bronze amulet with an ill define image stamped on the face.  Cheap, and tasteless."
934	7item132	Witch's Amulet	900	Amulet	Misc	0	0	4	9	Amulet	186	0	0	0	0	A plaster cast of a baby's hand was used to form this strange silver amulet.  There is some unidentifiable symbol stamped in the center of the amulet.
935	7item133	Death's Head Pendant	1300	Amulet	Misc	0	0	4	14	Amulet	186	0	0	0	0	"Straight out of Deyja, this is just the sort of thing you would expect from Necromancers.  The silver skull in the center is modeled from a real, shrunken skull, and the tiny rubies in the eyes glow in the dark."
936	7item134	Sun Amulet	1500	Amulet	Misc	0	0	4	17	Amulet	186	0	0	0	0	"A glorious gold amulet with the ancient symbol of the sun in the center.  The amulet is from Karigor, and the craftsmanship is flawless."
937	7item135	Wand of Fire	1000	WeaponW	Misc	S2	35	3	10	Wand	187	0	0	9	86	"The magical process that was used to enchant this wand turned it sky blue.  It's made of wood and glass.  To use this wand, you must equip it as though you were equipping a weapon."
938	7item135	Wand of Sparks	1000	WeaponW	Misc	S15	35	3	10	Wand	187	0	0	9	86	"The magical process that was used to enchant this wand turned it sky blue.  It's made of wood and glass.  To use this wand, you must equip it as though you were equipping a weapon."
939	7item135	Wand of Poison	1000	WeaponW	Misc	S24	35	3	10	Wand	187	0	0	9	87	"The magical process that was used to enchant this wand turned it sky blue.  It's made of wood and glass.  To use this wand, you must equip it as though you were equipping a weapon."
940	7item135	Wand of Stunning	1000	WeaponW	Misc	S34	35	3	10	Wand	187	0	0	10	87	"The magical process that was used to enchant this wand turned it sky blue.  It's made of wood and glass.  To use this wand, you must equip it as though you were equipping a weapon."
941	7item135	Wand of Harm	1000	WeaponW	Misc	S70	35	3	10	Wand	187	0	0	9	86	"The magical process that was used to enchant this wand turned it sky blue.  It's made of wood and glass.  To use this wand, you must equip it as though you were equipping a weapon."
942	7item136	Fairy Wand of Light	1500	WeaponW	Misc	S78	30	3	14	Wand	187	0	0	9	105	"A wooden wand painted green and banded with brass.  The wand is capped with a large, flawed emerald.  To use this wand, you must equip it as though you were equipping a weapon."
943	7item136	Fairy Wand of Ice	1500	WeaponW	Misc	S26	30	3	14	Wand	187	0	0	9	100	"A wooden wand painted green and banded with brass.  The wand is capped with a large, flawed emerald.  To use this wand, you must equip it as though you were equipping a weapon."
944	7item136	Fairy Wand of Lashing	1500	WeaponW	Misc	S52	30	3	14	Wand	187	0	0	8	98	"A wooden wand painted green and banded with brass.  The wand is capped with a large, flawed emerald.  To use this wand, you must equip it as though you were equipping a weapon."
945	7item136	Fairy Wand of Mind	1500	WeaponW	Misc	S59	30	3	14	Wand	187	0	0	9	98	"A wooden wand painted green and banded with brass.  The wand is capped with a large, flawed emerald.  To use this wand, you must equip it as though you were equipping a weapon."
946	7item136	Fairy Wand of Swarms	1500	WeaponW	Misc	S37	30	3	14	Wand	187	0	0	9	96	"A wooden wand painted green and banded with brass.  The wand is capped with a large, flawed emerald.  To use this wand, you must equip it as though you were equipping a weapon."
947	7item137	Alacorn Wand of Fireballs	2000	WeaponW	Misc	S6	25	3	18	Wand	187	0	0	15	75	"Made from the hollowed out horn of a unicorn and capped with a spiked brass ball, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
948	7item137	Alacorn Wand of Acid	2000	WeaponW	Misc	S29	25	3	18	Wand	187	0	0	15	80	"Made from the hollowed out horn of a unicorn and capped with a spiked brass ball, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
949	7item137	Alacorn Wand of Lightning	2000	WeaponW	Misc	S18	25	3	18	Wand	187	0	0	15	80	"Made from the hollowed out horn of a unicorn and capped with a spiked brass ball, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
950	7item137	Alacorn Wand of Blades	2000	WeaponW	Misc	S39	25	3	18	Wand	187	0	0	14	80	"Made from the hollowed out horn of a unicorn and capped with a spiked brass ball, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
951	7item137	Alacorn Wand of Charms	2000	WeaponW	Misc	S62	25	3	18	Wand	187	0	0	15	80	"Made from the hollowed out horn of a unicorn and capped with a spiked brass ball, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
952	7item138	Warlock's Wand of Blasting	2500	WeaponW	Misc	S32	20	3	22	Wand	187	0	0	18	82	"A wand of polished ebony capped with the shrunken, bejeweled head of a fallen enemy.  These wands can hold very strong enchantments.  To use this wand, you must equip it as though you were equipping a weapon."
953	7item138	Warlock's Wand of The Fist	2500	WeaponW	Misc	S76	20	3	22	Wand	187	0	0	17	80	"A wand of polished ebony capped with the shrunken, bejeweled head of a fallen enemy.  These wands can hold very strong enchantments.  To use this wand, you must equip it as though you were equipping a weapon."
954	7item138	Warlock's Wand of Rocks	2500	WeaponW	Misc	S41	20	3	22	Wand	187	0	0	18	80	"A wand of polished ebony capped with the shrunken, bejeweled head of a fallen enemy.  These wands can hold very strong enchantments.  To use this wand, you must equip it as though you were equipping a weapon."
955	7item138	Warlock's Wand of Paralyzing	2500	WeaponW	Misc	S81	20	3	22	Wand	187	0	0	19	80	"A wand of polished ebony capped with the shrunken, bejeweled head of a fallen enemy.  These wands can hold very strong enchantments.  To use this wand, you must equip it as though you were equipping a weapon."
956	7item138	Warlock's Wand of Clouds	2500	WeaponW	Misc	S90	20	3	22	Wand	187	0	0	18	80	"A wand of polished ebony capped with the shrunken, bejeweled head of a fallen enemy.  These wands can hold very strong enchantments.  To use this wand, you must equip it as though you were equipping a weapon."
957	7item139	Mystic Wand of Implosion	3000	WeaponW	Misc	S20	15	3	26	Wand	187	0	0	26	85	"The precious egg of a phoenix was snatched from the fire before it could hatch to make the headstone of this wand.  The rest of the wand is made of steel and plated with gold.  To use this wand, you must equip it as though you were equipping a weapon."
958	7item139	Mystic Wand of Distortion	3000	WeaponW	Misc	S44	15	3	26	Wand	187	0	0	25	85	"The precious egg of a phoenix was snatched from the fire before it could hatch to make the headstone of this wand.  The rest of the wand is made of steel and plated with gold.  To use this wand, you must equip it as though you were equipping a weapon."
959	7item139	Mystic Wand of Shrapmetal	3000	WeaponW	Misc	S93	15	3	26	Wand	187	0	0	26	85	"The precious egg of a phoenix was snatched from the fire before it could hatch to make the headstone of this wand.  The rest of the wand is made of steel and plated with gold.  To use this wand, you must equip it as though you were equipping a weapon."
960	7item139	Mystic Wand of Shrinking	3000	WeaponW	Misc	S92	15	3	26	Wand	187	0	0	26	85	"The precious egg of a phoenix was snatched from the fire before it could hatch to make the headstone of this wand.  The rest of the wand is made of steel and plated with gold.  To use this wand, you must equip it as though you were equipping a weapon."
961	7item139	Mystic Wand of Incineration	3000	WeaponW	Misc	S11	15	3	26	Wand	187	0	0	25	85	"The precious egg of a phoenix was snatched from the fire before it could hatch to make the headstone of this wand.  The rest of the wand is made of steel and plated with gold.  To use this wand, you must equip it as though you were equipping a weapon."
962	null	_item160	0	0	0	0	0	0	0	_item160	153	0	0	0	0	Description here.
963	null	_item161	0	0	0	0	0	0	0	_item161	153	0	0	0	0	Description here.
964	null	_item162	0	0	0	0	0	0	0	_item162	153	0	0	0	0	Description here.
965	null	_item163	0	0	0	0	0	0	0	_item163	153	0	0	0	0	Description here.
966	null	_item164	0	0	0	0	0	0	0	_item164	153	0	0	0	0	Description here.
967	null	_item165	0	0	0	0	0	0	0	_item165	153	0	0	0	0	Description here.
968	null	_item166	0	0	0	0	0	0	0	_item166	153	0	0	0	0	Description here.
969	null	_item167	0	0	0	0	0	0	0	_item167	153	0	0	0	0	Description here.
970	null	_item168	0	0	0	0	0	0	0	_item168	153	0	0	0	0	Description here.
971	null	_item169	0	0	0	0	0	0	0	_item169	153	0	0	0	0	Description here.
972	null	_item170	0	0	0	0	0	0	0	_item170	153	0	0	0	0	Description here.
973	null	_item171	0	0	0	0	0	0	0	_item171	153	0	0	0	0	Description here.
974	null	_item172	0	0	0	0	0	0	0	_item172	153	0	0	0	0	Description here.
975	null	_item173	0	0	0	0	0	0	0	_item173	153	0	0	0	0	Description here.
976	null	_item174	0	0	0	0	0	0	0	_item174	153	0	0	0	0	Description here.
977	null	_item175	0	0	0	0	0	0	0	_item175	153	0	0	0	0	Description here.
978	null	_item176	0	0	0	0	0	0	0	_item176	153	0	0	0	0	Description here.
979	null	_item177	0	0	0	0	0	0	0	_item177	153	0	0	0	0	Description here.
980	null	_item178	0	0	0	0	0	0	0	_item178	153	0	0	0	0	Description here.
981	null	_item179	0	0	0	0	0	0	0	_item179	153	0	0	0	0	Description here.
982	null	_item180	0	0	0	0	0	0	0	_item180	153	0	0	0	0	Description here.
983	null	_item181	0	0	0	0	0	0	0	_item181	153	0	0	0	0	Description here.
984	null	_item182	0	0	0	0	0	0	0	_item182	153	0	0	0	0	Description here.
985	null	_item183	0	0	0	0	0	0	0	_item183	153	0	0	0	0	Description here.
986	null	_item184	0	0	0	0	0	0	0	_item184	153	0	0	0	0	Description here.
987	null	_item185	0	0	0	0	0	0	0	_item185	153	0	0	0	0	Description here.
988	7item199	Blue Quartz	100	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan mountain crystal. As a gem quality stone it has no magical properties, so you might as well sell it.
989	7item198	Topaz	600	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan small topaz. As a gem quality stone it has no magical properties, so you might as well sell it.
990	7item197	Emerald	2200	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan large emerald. As a gem quality stone it has no magical properties, so you might as well sell it.
991	7item202	Sapphire	1600	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan sapphire in a flat round brilliant cut.  As a gem quality stone it has no magical properties, so you might as well sell it.
992	7item195	Green Garnet	1300	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan green garnet in a unique flat square step cut. As a gem quality stone it has no magical properties, so you might as well sell it.
993	7item203	Rose Crystal	700	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan gemstone with a subtle rose hue. As a gem quality stone it has no magical properties, so you might as well sell it.
994	7item196	Diamond	2750	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan diamond with a small flaw, polished to a spheroidal shape. As a gem quality stone it has no magical properties, so you might as well sell it.
995	7item204	Amethyst	1750	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan amethyst in an appealing round briliant shape. As a gem quality stone it has no magical properties, so you might as well sell it.
996	7item154	Yellow Topaz	1200	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan topaz, step cut and set in a bronze frame. As a gem quality stone it has no magical properties, so you might as well sell it.
997	7item264	Diamond	3500	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan diamond, flawless and set in an intricate gold frame. As a gem quality stone it has no magical properties, so you might as well sell it.
998	7item146	Ruby	2500	Gem	Misc	0	0	0	0	Gemstone	232	0	0	0	0	An Antagarichan ruby in a gold frame with several smaller rubies adorning it. As a gem quality stone it has no magical properties, so you might as well sell it.
999	7item187	Gold	0	gold	misc	0	0	0	0	gold	283	0	0	0	0	A small pile of gold coins.
1000	7item188	Gold	0	gold	misc	0	0	0	0	gold	284	0	0	0	0	A pile of gold coins.
1001	7item189	Gold	0	gold	misc	0	0	0	0	gold	285	0	0	0	0	A large pile of gold coins.
1002	7item141	Widowsweep Berries	1	Reagent	Misc	1	0	1	0	Reagent	189	0	0	0	0	"A magical reagent of unusual properties.  Widoweeps berries can be used to make red potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1003	7item144	Crushed Rose Petals	10	Reagent	Misc	5	0	1	0	Reagent	192	0	0	0	0	"A magical reagent of unusual properties.  Crushed rose petals can be used to make red potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1004	7item145	Vial of Troll Blood	50	Reagent	Misc	10	0	1	0	Reagent	193	0	0	0	0	"A magical reagent of unusual properties.  Vials of troll blood can be used to make red potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1005	7item200	Ruby	100	Reagent	Misc	20	0	1	0	Reagent	194	0	0	0	0	"A magical reagent of unusual properties.  Rubies can be used to make red potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1006	7item147	Dragon's Eye	500	Reagent	Misc	50	1	1	0	Reagent	195	0	0	0	0	"A magical reagent of unusual properties.  Dragon's eyes can be used to make red potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1007	7item140	Phirna Root	1	Reagent	Misc	1	1	1	0	Reagent	188	0	0	0	0	"A magical reagent of unusual properties.  Phirna roots can be used to make blue potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1008	7item148	Meteorite Fragment	10	Reagent	Misc	5	1	1	0	Reagent	196	0	0	0	0	"A magical reagent of unusual properties.  Meteorite fragment can be used to make blue potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1009	7item149	Harpy Feather	50	Reagent	Misc	10	1	1	0	Reagent	197	0	0	0	0	"A magical reagent of unusual properties.  Harpy feathers can be used to make blue potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1010	7item150	Moonstone	100	Reagent	Misc	20	1	1	0	Reagent	198	0	0	0	0	"A magical reagent of unusual properties.  Moonstones can be used to make blue potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1011	7item151	Elvish Toadstool	500	Reagent	Misc	50	1	1	0	Reagent	199	0	0	0	0	"A magical reagent of unusual properties.  Elvish toadstools can be used to make blue potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1012	7item143	Poppysnaps	1	Reagent	Misc	1	1	1	0	Reagent	191	0	0	0	0	"A magical reagent of unusual properties.  Poppysnaps can be used to make yellow potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1013	7item152	Fae Dust	10	Reagent	Misc	5	1	1	0	Reagent	200	0	0	0	0	"A magical reagent of unusual properties.  Fae dust can be used to make yellow potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1014	7item153	Sulfur	50	Reagent	Misc	10	1	1	0	Reagent	201	0	0	0	0	"A magical reagent of unusual properties.  Sulfur can be used to make yellow potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1015	7item201	Garnet	100	Reagent	Misc	20	1	1	0	Reagent	202	0	0	0	0	"A magical reagent of unusual properties.  Garnets can be used to make yellow potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1016	7item155	Vial of Devil Ichor	500	Reagent	Misc	50	1	1	0	Reagent	203	0	0	0	0	"A magical reagent of unusual properties.  Vials of devil ichor can be used to make yellow potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1017	7item142	Mushroom	1	Reagent	Misc	1	1	1	0	Reagent	190	0	0	0	0	"A magical reagent of unusual properties.  Mushrooms can be used to make catalysts.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1018	7item156	Obsidian	10	Reagent	Misc	5	1	1	0	Reagent	204	0	0	0	0	"A magical reagent of unusual properties.  Obsidian can be used to make catalysts.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1019	7item157	Vial of Ooze Endoplasm	50	Reagent	Misc	10	1	1	0	Reagent	205	0	0	0	0	"A magical reagent of unusual properties.  Vials of ooze endoplasm can be used to make catalysts.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1020	7item158	Mercury	100	Reagent	Misc	20	1	1	0	Reagent	206	0	0	0	0	"A magical reagent of unusual properties.  Mercury can be used to make catalysts.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1021	7item159	Philosopher's Stone	500	Reagent	Misc	75	1	1	0	Reagent	207	0	0	0	0	"A magical reagent of unusual properties.  Philosopher's stones can be used to make catalysts.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1022	item281	Power Stone	0	N / A	Misc	0	0	0	0	Stone	137	0	0	0	0	Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a high bell tone.
1023	item297	Power Stone	0	N / A	Misc	0	0	0	0	Stone	138	0	0	0	0	Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a medium bell tone.
1024	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1025	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1026	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1027	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1028	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1029	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1030	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1031	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1032	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1033	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1034	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1035	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1036	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1037	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1038	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1039	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1040	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1041	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1042	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1043	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1044	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1045	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1046	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1047	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1048	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1049	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
1050	null	_potion/reagent	0	0	0	0	0	0	0	0	153	0	0	0	0	Description here.
